Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock
AAPL,2012,1,3,58.485714,58.92857,58.42857,58.747143
AAPL,2012,1,4,58.57143,59.240002,58.468571,59.062859
AAPL,2012,1,5,59.278572,59.792858,58.952858,59.718571
AAPL,2012,1,6,59.967144,60.392857,59.888573,60.342857
AAPL,2012,1,9,60.785713,61.107143,60.192856,60.247143
AAPL,2012,1,10,60.844284,60.857143,60.214287,60.462856
AAPL,2012,1,11,60.382858,60.407143,59.901428,60.364285
AAPL,2012,1,12,60.325714,60.414288,59.82143,60.19857
AAPL,2012,1,13,59.957142,60.064285,59.808571,59.972858
AAPL,2012,1,17,60.599998,60.855713,60.422855,60.671429
AAPL,2012,1,18,60.994286,61.352856,60.900002,61.30143
AAPL,2012,1,19,61.450001,61.624287,60.93,61.107143
AAPL,2012,1,20,61.07,61.07143,59.964287,60.042858
AAPL,2012,1,23,60.381428,61.207142,60.328571,61.058571
AAPL,2012,1,24,60.728573,60.728573,59.935715,60.058571
AAPL,2012,1,25,64.919998,64.921425,63.389999,NaN
AAPL,2012,1,26,64.05143,64.112854,63.305714,63.51857
AAPL,2012,1,27,63.477142,64.068573,63.395714,63.897144
AAPL,2012,1,30,63.672855,64.842857,63.627144,64.715714
AAPL,2012,1,31,65.084282,65.46286,64.724289,65.211426
AAPL,2012,2,1,65.487144,65.57,65.078575,65.169998
AAPL,2012,2,2,65.128571,65.309998,64.854286,NaN
AAPL,2012,2,3,65.328575,65.714287,65.080002,65.668571
AAPL,2012,2,6,65.482857,66.425713,65.457146,66.281425
AAPL,2012,2,7,66.464287,67.10714,66.368568,66.975716
AAPL,2012,2,8,67.214287,68.112854,67.099998,68.097145
AAPL,2012,2,9,68.68,70.964287,68.651428,70.452858
AAPL,2012,2,10,70.137146,71.08857,69.792854,70.488571
AAPL,2012,2,13,71.361427,71.975716,71.012856,71.800003
AAPL,2012,2,14,72.094284,72.794289,71.714287,72.779999
AAPL,2012,2,15,73.465714,75.184288,70.984283,71.095711
AAPL,2012,2,16,70.214287,72.127144,69.51857,71.744286
AAPL,2012,2,17,71.872856,72.538574,71.471428,NaN
AAPL,2012,2,21,72.41143,73.550003,72.017143,73.550003
AAPL,2012,2,22,73.297142,73.641426,72.724289,73.291428
AAPL,2012,2,23,73.582855,73.975716,72.785713,73.769997
AAPL,2012,2,24,74.238571,74.699997,74.091431,74.629997
AAPL,2012,2,27,74.472855,75.5,73.754288,75.108574
AAPL,2012,2,28,75.422859,76.487144,75.121429,76.487144
AAPL,2012,2,29,77.365715,78.230003,76.528572,77.491432
AAPL,2012,3,1,78.309998,78.315712,76.96714,77.781425
AAPL,2012,3,2,77.748573,78.114288,77.502853,77.882858
AAPL,2012,3,5,77.917145,78.211426,75.14286,76.165718
AAPL,2012,3,6,74.808571,76.241432,73.745712,75.751427
AAPL,2012,3,7,76.685715,76.825714,74.757141,75.812859
AAPL,2012,3,8,76.384285,77.57,76.017143,77.427139
AAPL,2012,3,9,77.744286,78.248573,77.587143,77.881432
AAPL,2012,3,12,78.425713,78.85714,78.14286,78.85714
AAPL,2012,3,13,79.648575,81.168571,79.39286,81.157143
AAPL,2012,3,14,82.578575,84.959999,82.199997,84.225716
AAPL,2012,3,15,NaN,NaN,NaN,NaN
AAPL,2012,3,16,83.531425,84.171425,82.571426,83.652855
AAPL,2012,3,19,85.48143,85.96714,84.150002,85.871429
AAPL,2012,3,20,85.644287,86.699997,84.497147,86.565712
AAPL,2012,3,21,86.105713,87.092857,85.915718,86.071426
AAPL,2012,3,22,85.397141,86.35714,85.075714,85.620003
AAPL,2012,3,23,85.784286,85.971428,84.914284,85.150002
AAPL,2012,3,26,85.684288,86.735718,85.03714,86.711426
AAPL,2012,3,27,86.597145,88.040001,86.580002,87.78286
AAPL,2012,3,28,88.339996,88.778572,87.187141,88.23143
AAPL,2012,3,29,87.540001,88.080002,86.747147,87.122856
AAPL,2012,3,30,86.96714,87.222855,85.419998,85.650002
AAPL,2012,4,2,85.975716,88.395714,85.76857,88.375717
AAPL,2012,4,3,89.614288,90.315712,88.93,89.902855
AAPL,2012,4,4,89.192856,89.408569,88.14286,89.187141
AAPL,2012,4,5,89.568573,90.665718,89.057144,90.525711
AAPL,2012,4,9,89.447144,91.405716,89.328575,90.889999
AAPL,2012,4,10,91.418571,92,89.428574,89.777145
AAPL,2012,4,11,90.885712,90.98143,89.048569,89.457146
AAPL,2012,4,12,89.285713,90.190002,88.64286,88.96714
AAPL,2012,4,13,89.158569,89.242859,86.215714,86.461426
AAPL,2012,4,16,87.151428,87.182854,82.60714,82.875717
AAPL,2012,4,17,82.705711,87.14286,81.701431,87.099998
AAPL,2012,4,18,87.674286,88.60714,86.101425,86.905716
AAPL,2012,4,19,85.745712,86.389999,83.502853,83.919998
AAPL,2012,4,20,84.482857,84.945717,81.488571,81.854286
AAPL,2012,4,23,81.515717,82.381432,79.517143,81.671425
AAPL,2012,4,24,80.372856,81.098572,79.285713,80.040001
AAPL,2012,4,25,87.94857,88.285713,86.571426,87.14286
AAPL,2012,4,26,87.752853,87.812859,86.01857,86.814285
AAPL,2012,4,27,86.438568,86.597145,85.785713,86.14286
AAPL,2012,4,30,85.400002,85.485718,83.285713,83.425713
AAPL,2012,5,1,83.557144,85.251427,83.03286,83.16143
AAPL,2012,5,2,82.891426,83.914284,82.694283,83.711426
AAPL,2012,5,3,84.35714,84.485718,82.900002,83.117142
AAPL,2012,5,4,82.440002,82.622856,80.738571,80.75
AAPL,2012,5,7,80.214287,81.824287,80.175713,NaN
AAPL,2012,5,8,81.368568,81.64286,79.818573,81.168571
AAPL,2012,5,9,80.528572,81.997147,80.121429,81.311432
AAPL,2012,5,10,82.082855,82.26857,81.205711,81.502853
AAPL,2012,5,11,80.714287,82.067146,80.621429,80.958572
AAPL,2012,5,14,80.367142,81.072861,79.657143,79.745712
AAPL,2012,5,15,80.207146,80.459999,78.821426,79.024284
AAPL,2012,5,16,79.150002,79.555717,77.291428,78.011429
AAPL,2012,5,17,77.901428,78.214287,75.73143,75.73143
AAPL,2012,5,18,76.279999,77.629997,74.597145,75.76857
AAPL,2012,5,21,76.35714,80.220001,76.292854,80.182854
AAPL,2012,5,22,81.364288,81.982857,78.940002,79.567146
AAPL,2012,5,23,79.64286,81.828575,79.03286,81.508568
AAPL,2012,5,24,82.267143,82.35714,80.175713,80.760002
AAPL,2012,5,25,80.655716,80.835716,79.781425,80.327141
AAPL,2012,5,29,81.557144,82,80.758568,81.752853
AAPL,2012,5,30,81.314285,82.855713,80.937141,82.738571
AAPL,2012,5,31,82.96286,83.071426,81.637146,82.53286
AAPL,2012,6,1,81.308571,81.807144,80.074287,80.141426
AAPL,2012,6,4,80.214287,81.071426,78.35714,80.612854
AAPL,2012,6,5,80.181427,80.924286,79.761429,80.404289
AAPL,2012,6,6,81.110001,81.978569,80.785713,81.637146
AAPL,2012,6,7,82.470001,82.474289,81.5,81.674286
AAPL,2012,6,8,81.657143,82.940002,81.285713,82.902855
AAPL,2012,6,11,83.959999,84.071426,81.51857,81.595711
AAPL,2012,6,12,82.065712,82.374283,80.957146,82.308571
AAPL,2012,6,13,82.074287,82.639999,81.482857,81.737144
AAPL,2012,6,14,81.605713,81.928574,81.03714,81.647141
AAPL,2012,6,15,81.571426,82.08857,81.364288,82.01857
AAPL,2012,6,18,81.565712,83.984283,81.48143,83.682854
AAPL,2012,6,19,83.342857,84.285713,83.300003,83.915718
AAPL,2012,6,20,84.029999,84.178574,82.971428,NaN
AAPL,2012,6,21,83.634285,84.031425,82.491432,NaN
AAPL,2012,6,22,82.720001,83.169998,82.202858,83.157143
AAPL,2012,6,25,82.471428,82.828575,81.48143,81.538574
AAPL,2012,6,26,81.618568,82.07,81.047142,81.718575
AAPL,2012,6,27,82.14286,82.391426,81.702858,82.071426
AAPL,2012,6,28,81.667145,82,80.80143,NaN
AAPL,2012,6,29,82.571426,83.428574,82.035713,83.428574
AAPL,2012,7,2,83.53286,84.781425,83.371429,84.645714
AAPL,2012,7,3,84.982857,85.714287,84.85714,85.629997
AAPL,2012,7,5,85.794289,87.762856,85.664284,87.134285
AAPL,2012,7,6,86.727142,86.919998,85.940002,86.554283
AAPL,2012,7,9,86.471428,87.699997,86.30143,87.69857
AAPL,2012,7,10,88.281425,88.552856,86.472855,86.887146
AAPL,2012,7,11,86.58857,86.808571,85.317146,86.347145
AAPL,2012,7,12,85.748573,86.209999,84.668571,85.557144
AAPL,2012,7,13,86.135712,86.741432,85.714287,NaN
AAPL,2012,7,16,86.445717,87.374283,86.431427,86.701431
AAPL,2012,7,17,87.255714,87.35714,86.164284,86.705711
AAPL,2012,7,18,86.655716,86.905716,86.222855,86.608574
AAPL,2012,7,19,87.325714,87.907143,86.571426,87.760002
AAPL,2012,7,20,87.575714,87.777145,86.242859,86.328575
AAPL,2012,7,23,84.914284,86.557144,83.958572,86.261429
AAPL,2012,7,24,86.76857,87.097145,85.501427,85.845711
AAPL,2012,7,25,82.065712,82.971428,81.428574,82.138573
AAPL,2012,7,26,82.822861,82.914284,81.480003,82.125717
AAPL,2012,7,27,82.144287,83.690002,81.655716,83.594284
AAPL,2012,7,30,84.417145,85.634285,83.974289,85.004288
AAPL,2012,7,31,86.175713,87.385712,86.102859,87.251427
AAPL,2012,8,1,87.987144,88.057144,86.14286,86.687141
AAPL,2012,8,2,86.120003,87.241432,85.75,86.827141
AAPL,2012,8,3,87.66143,88.28286,87.365715,87.957146
AAPL,2012,8,6,88.184288,89.267143,87.894287,88.935715
AAPL,2012,8,7,88.96714,89.285713,88.291428,88.701431
AAPL,2012,8,8,88.484283,89.125717,88.157143,88.55143
AAPL,2012,8,9,88.264282,88.818573,88.257141,88.675713
AAPL,2012,8,10,88.387146,88.822861,88.385712,88.814285
AAPL,2012,8,13,89.055717,90,89.035713,90
AAPL,2012,8,14,90.267143,91.230003,90.029999,90.241432
AAPL,2012,8,15,90.185715,90.571426,89.678574,90.118568
AAPL,2012,8,16,90.172859,90.965714,90.071426,90.905716
AAPL,2012,8,17,91.428574,92.598572,91.258568,92.587143
AAPL,2012,8,20,92.858574,95.021431,92.842857,95.021431
AAPL,2012,8,21,95.831429,96.41143,92.904289,93.722855
AAPL,2012,8,22,93.488571,95.571426,92.587143,95.552856
AAPL,2012,8,23,95.158569,95.699997,94.449997,94.66143
AAPL,2012,8,24,94.215714,95.639999,93.650002,94.745712
AAPL,2012,8,27,97.141426,97.267143,96.220001,96.525711
AAPL,2012,8,28,96.425713,96.585716,95.809998,96.400002
AAPL,2012,8,29,96.464287,96.809998,96.085716,96.209999
AAPL,2012,8,30,95.805717,95.935715,94.692856,94.83857
AAPL,2012,8,31,95.321426,95.514282,93.89286,95.034286
AAPL,2012,9,4,95.108574,96.44857,94.928574,96.424286
AAPL,2012,9,5,96.510002,96.621429,95.657143,95.747147
AAPL,2012,9,6,96.167145,96.898575,95.828575,96.610001
AAPL,2012,9,7,96.864288,97.497147,96.538574,97.205711
AAPL,2012,9,10,97.207146,97.612854,94.585716,94.677139
AAPL,2012,9,11,95.015717,95.728569,93.785713,94.370003
AAPL,2012,9,12,95.264282,95.699997,93.714287,95.684288
AAPL,2012,9,13,96.767143,97.928574,96.395714,97.568573
AAPL,2012,9,14,98.565712,99.568573,98.269997,98.754288
AAPL,2012,9,17,99.907143,99.971428,99.230003,99.968575
AAPL,2012,9,18,99.982857,100.332855,99.488571,100.272858
AAPL,2012,9,19,100.03714,100.57,99.938568,100.300003
AAPL,2012,9,20,99.879997,100.008568,99.08857,99.814285
AAPL,2012,9,21,100.344284,100.724289,99.908569,100.012856
AAPL,2012,9,24,98.122856,99.302856,97.571426,98.684288
AAPL,2012,9,25,98.322861,98.968575,96.14286,96.220001
AAPL,2012,9,26,95.534286,96.098572,94.457146,95.025711
AAPL,2012,9,27,94.898575,97.452858,94.335716,97.331429
AAPL,2012,9,28,96.964287,97.30143,95.25,95.300003
AAPL,2012,10,1,95.879997,96.678574,93.785713,94.19857
AAPL,2012,10,2,94.544289,95.192856,92.949997,94.472855
AAPL,2012,10,3,94.980003,95.980003,94.66143,95.921425
AAPL,2012,10,4,95.89286,96.321426,95.078575,95.257141
AAPL,2012,10,5,95.028572,95.14286,93.040001,93.227142
AAPL,2012,10,8,92.41143,92.508568,90.872856,91.167145
AAPL,2012,10,9,91.235718,91.498573,89.078575,90.835716
AAPL,2012,10,10,91.391426,92.139999,91,91.558571
AAPL,2012,10,11,92.35714,92.457146,89.728569,89.728569
AAPL,2012,10,12,89.937141,90.76857,89.328575,89.958572
AAPL,2012,10,15,90.335716,90.732857,89.121429,90.68
AAPL,2012,10,16,90.767143,92.900002,90.14286,92.827141
AAPL,2012,10,17,92.695717,93.255714,92,92.087143
AAPL,2012,10,18,91.370003,91.722855,90,90.377144
AAPL,2012,10,19,90.150002,90.252853,87.08857,87.120003
AAPL,2012,10,22,87.488571,90.76857,87.251427,90.575714
AAPL,2012,10,23,NaN,NaN,NaN,NaN
AAPL,2012,10,24,88.777145,89.507141,87.234283,88.118568
AAPL,2012,10,25,88.571426,88.85714,86.507141,NaN
AAPL,2012,10,26,87.061432,87.714287,84.428574,86.285713
AAPL,2012,10,31,84.982857,85.994286,83.957146,85.045715
AAPL,2012,11,1,85.459999,86.14286,84.881432,85.220001
AAPL,2012,11,2,85.127144,85.278572,82.10714,82.400002
AAPL,2012,11,5,83.360001,83.96714,82.514282,83.517143
AAPL,2012,11,6,84.318573,84.391426,82.870003,83.264282
AAPL,2012,11,7,81.977142,82.077141,79.39286,79.714287
AAPL,2012,11,8,80.089996,80.318573,76.470001,76.821426
AAPL,2012,11,9,77.202858,79.26857,76.245712,78.151428
AAPL,2012,11,12,79.164284,79.214287,76.949997,77.547142
AAPL,2012,11,13,76.987144,78.639999,76.622856,77.557144
AAPL,2012,11,14,77.928574,78.207146,76.597145,76.697144
AAPL,2012,11,15,76.790001,77.071426,74.660004,75.08857
AAPL,2012,11,16,75.028572,75.714287,72.25,75.382858
AAPL,2012,11,19,77.244286,81.071426,77.125717,80.818573
AAPL,2012,11,20,81.701431,81.707146,79.225716,80.129997
AAPL,2012,11,21,80.60714,81.052856,79.514282,NaN
AAPL,2012,11,23,81.024284,81.714287,80.371429,81.64286
AAPL,2012,11,26,82.271431,84.285713,81.958572,84.218575
AAPL,2012,11,27,84.221428,84.345711,82.871429,83.540001
AAPL,2012,11,28,82.46714,83.685715,81.751427,83.277145
AAPL,2012,11,29,84.317146,84.89286,83.60714,84.194283
AAPL,2012,11,30,83.827141,84.057144,83.239998,83.611427
AAPL,2012,12,3,84.807144,84.941429,83.64286,83.741432
AAPL,2012,12,4,83.114288,83.114288,81.732857,82.264282
AAPL,2012,12,5,81.272858,81.321426,76.96714,76.970001
AAPL,2012,12,6,75.562859,79.044289,74.089996,78.177139
AAPL,2012,12,7,79.057144,79.314285,75.714287,76.178574
AAPL,2012,12,10,75,76.93,74.511429,75.688568
AAPL,2012,12,11,77.110001,78.508568,76.767143,77.341431
AAPL,2012,12,12,78.252853,78.285713,76.610001,77
AAPL,2012,12,13,75.878571,76.805717,75.114288,75.669998
AAPL,2012,12,14,73.535713,74.01857,72.225716,72.827141
AAPL,2012,12,17,72.704285,74.285713,71.604286,74.118568
AAPL,2012,12,18,NaN,NaN,NaN,NaN
AAPL,2012,12,19,75.924286,76.242859,75.071426,75.187141
AAPL,2012,12,20,75.714287,75.742859,74.125717,74.53286
AAPL,2012,12,21,73.209999,74.238571,72.891426,74.190002
AAPL,2012,12,24,74.335716,74.89286,74.101425,74.309998
AAPL,2012,12,26,74.14286,74.208572,73.017143,73.285713
AAPL,2012,12,27,73.362854,73.75,72.094284,73.580002
AAPL,2012,12,28,72.898575,73.497147,72.58857,72.798569
AAPL,2012,12,31,72.932854,76.485718,72.714287,76.024284
AAPL,2013,1,2,79.117142,79.285713,77.375717,78.432854
AAPL,2013,1,3,78.26857,78.524284,77.285713,77.442856
AAPL,2013,1,4,76.709999,76.947144,75.118568,75.285713
AAPL,2013,1,7,74.571426,75.614288,73.599998,74.842857
AAPL,2013,1,8,75.601425,75.984283,74.464287,75.044289
AAPL,2013,1,9,74.64286,75.001427,73.71286,73.871429
AAPL,2013,1,10,75.507141,75.531425,73.645714,74.78714
AAPL,2013,1,11,74.428574,75.045715,74.145714,NaN
AAPL,2013,1,14,71.811432,72.5,71.215714,71.678574
AAPL,2013,1,15,71.185715,71.284286,69.054283,69.417145
AAPL,2013,1,16,70.662857,72.777145,70.35714,72.298569
AAPL,2013,1,17,72.901428,72.964287,71.718575,71.811432
AAPL,2013,1,18,71.21714,71.745712,70.914284,71.428574
AAPL,2013,1,22,72.080002,72.554283,70.947144,72.110001
AAPL,2013,1,23,72.687141,73.57,72.110001,73.43
AAPL,2013,1,24,65.714287,66.53286,64.321426,64.35714
AAPL,2013,1,25,64.527145,65.175713,62.142857,62.84
AAPL,2013,1,28,62.547142,64.744286,62.265713,64.261429
AAPL,2013,1,29,65.5,65.742859,64.58857,65.46714
AAPL,2013,1,30,65.285713,66.085716,64.928574,65.261429
AAPL,2013,1,31,65.28286,65.611427,64.997147,65.07
AAPL,2013,2,1,65.587143,65.639999,64.050003,64.802856
AAPL,2013,2,4,NaN,NaN,NaN,NaN
AAPL,2013,2,5,63.435715,65.677139,63.174286,65.405716
AAPL,2013,2,6,65.209999,66.64286,64.654289,65.335716
AAPL,2013,2,7,66.178574,67.14286,64.874283,66.888573
AAPL,2013,2,8,67.714287,68.401428,66.89286,67.854286
AAPL,2013,2,11,68.071426,69.277145,67.60714,68.561432
AAPL,2013,2,12,68.501427,68.91143,66.82,66.842857
AAPL,2013,2,13,66.744286,67.662857,66.174286,66.715714
AAPL,2013,2,14,66.360001,67.377144,66.288574,66.655716
AAPL,2013,2,15,NaN,NaN,NaN,NaN
AAPL,2013,2,19,65.871429,66.104286,64.835716,65.71286
AAPL,2013,2,20,65.384285,65.384285,64.114288,64.121429
AAPL,2013,2,21,63.714287,64.167145,63.259998,63.722858
AAPL,2013,2,22,64.178574,64.514282,63.799999,64.401428
AAPL,2013,2,25,64.835716,65.017143,63.224285,63.257141
AAPL,2013,2,26,63.402859,64.505714,62.522858,64.138573
AAPL,2013,2,27,64.061432,64.634285,62.950001,63.509998
AAPL,2013,2,28,63.435715,63.98143,63.057144,63.057144
AAPL,2013,3,1,62.57143,62.597141,61.425713,61.495716
AAPL,2013,3,4,61.114285,61.171429,59.857143,60.007141
AAPL,2013,3,5,60.21143,62.169998,60.107143,61.591427
AAPL,2013,3,6,62.072857,62.17857,60.632858,60.808571
AAPL,2013,3,7,60.642857,61.715714,60.151428,61.511429
AAPL,2013,3,8,61.400002,62.204285,61.23,61.674286
AAPL,2013,3,11,61.392857,62.715714,60.734287,62.552856
AAPL,2013,3,12,62.228573,62.697144,61.081429,61.204285
AAPL,2013,3,13,61.207142,62.07143,60.765713,61.192856
AAPL,2013,3,14,61.832859,62.091427,61.492859,61.785713
AAPL,2013,3,15,62.561428,63.46143,62.464287,63.380001
AAPL,2013,3,18,63.064285,65.351425,63.028572,65.102859
AAPL,2013,3,19,65.64286,65.852859,64.071426,64.927139
AAPL,2013,3,20,65.345711,65.375717,64.227142,64.582855
AAPL,2013,3,21,64.317146,65.425713,64.300003,64.675713
AAPL,2013,3,22,64.940002,66.014282,64.730003,65.987144
AAPL,2013,3,25,66.384285,67.135712,65.968575,66.225716
AAPL,2013,3,26,66.491432,66.548569,65.790001,65.877144
AAPL,2013,3,27,65.208572,65.257141,64.389999,64.582855
AAPL,2013,3,28,64.260002,64.545715,63.08857,63.237144
AAPL,2013,4,1,63.128571,63.385715,61.105713,61.272858
AAPL,2013,4,2,61.085712,62.591427,60.914288,61.398571
AAPL,2013,4,3,61.624287,62.468571,61.472858,61.712856
AAPL,2013,4,4,61.965714,62.142857,60.75,61.102856
AAPL,2013,4,5,60.642857,60.707142,59.954285,60.457142
AAPL,2013,4,8,60.692856,61.07143,60.355713,60.887142
AAPL,2013,4,9,60.908573,61.214287,60.392857,60.997143
AAPL,2013,4,10,61.157143,62.437141,60.85857,62.241428
AAPL,2013,4,11,61.959999,62.57,61.599998,62.047142
AAPL,2013,4,12,62.021427,62.021427,61.298573,61.400002
AAPL,2013,4,15,61,61.127144,59.935715,59.978573
AAPL,2013,4,16,60.224285,60.944286,60.081429,60.89143
AAPL,2013,4,17,60.03857,60.085712,56.872856,57.542858
AAPL,2013,4,18,57.855713,57.970001,55.677143,56.007141
AAPL,2013,4,19,55.424286,57.085712,55.014286,55.790001
AAPL,2013,4,22,56.091427,57.457142,55.895714,56.952858
AAPL,2013,4,23,57.712856,58.34,56.972858,58.01857
AAPL,2013,4,24,56.220001,59.32143,56.07143,57.922855
AAPL,2013,4,25,58.747143,59.134285,58.142857,58.34
AAPL,2013,4,26,58.544285,59.824287,58.32143,59.599998
AAPL,2013,4,29,60.064285,61.945713,60,61.445713
AAPL,2013,4,30,62.157143,63.607143,61.724285,63.254284
AAPL,2013,5,1,63.494286,63.561428,62.055714,62.755714
AAPL,2013,5,2,63.111427,64.084282,62.947144,63.645714
AAPL,2013,5,3,64.472855,64.747147,64.164284,64.28286
AAPL,2013,5,6,65.101425,66.028572,64.901428,65.815712
AAPL,2013,5,7,66.424286,66.535713,64.814285,65.522858
AAPL,2013,5,8,65.577141,66.48143,65.115715,66.262856
AAPL,2013,5,9,65.687141,66.14286,65.082855,65.252853
AAPL,2013,5,10,65.424286,65.672859,64.354286,64.709999
AAPL,2013,5,13,64.501427,65.414284,64.5,64.96286
AAPL,2013,5,14,64.835716,65.028572,63.164288,63.408573
AAPL,2013,5,15,62.737144,63,60.337143,61.264286
AAPL,2013,5,16,60.462856,62.549999,59.842857,62.082859
AAPL,2013,5,17,62.721428,62.869999,61.572857,61.894287
AAPL,2013,5,20,61.701427,63.685715,61.442856,63.275715
AAPL,2013,5,21,62.592857,63.639999,62.028572,NaN
AAPL,2013,5,22,63.435715,64.050003,62.602856,63.049999
AAPL,2013,5,23,62.278572,63.737144,62.255714,63.162857
AAPL,2013,5,24,62.978573,63.665714,62.908573,63.592857
AAPL,2013,5,28,NaN,NaN,NaN,NaN
AAPL,2013,5,29,62.857143,63.92857,62.771427,63.564285
AAPL,2013,5,30,63.664288,64.928574,63.501427,64.511429
AAPL,2013,5,31,64.64286,65.300003,64.214287,64.247147
AAPL,2013,6,3,64.389999,64.622856,63.21143,64.388573
AAPL,2013,6,4,64.745712,64.918571,63.912857,64.187141
AAPL,2013,6,5,63.664288,64.388573,63.387142,63.587143
AAPL,2013,6,6,63.638573,63.857143,62.007141,62.637142
AAPL,2013,6,7,62.357143,63.32,61.824287,63.115715
AAPL,2013,6,10,63.532856,64.154289,62.400002,62.69857
AAPL,2013,6,11,NaN,NaN,NaN,NaN
AAPL,2013,6,12,NaN,NaN,NaN,NaN
AAPL,2013,6,13,61.785713,62.44857,61.25,62.279999
AAPL,2013,6,14,62.200001,62.327145,61.214287,61.435715
AAPL,2013,6,17,61.634285,62.242859,61.48,61.714287
AAPL,2013,6,18,61.651428,62.128571,61.458572,61.681427
AAPL,2013,6,19,61.628571,61.665714,60.42857,NaN
AAPL,2013,6,20,59.900002,60.854286,59.310001,59.548573
AAPL,2013,6,21,59.784286,60,58.299999,59.07143
AAPL,2013,6,24,58.200001,58.380001,56.864285,57.505714
AAPL,2013,6,25,57.957142,58.255714,56.975716,57.51857
AAPL,2013,6,26,57.700001,57.827145,56.522858,56.867142
AAPL,2013,6,27,57.035713,57.341427,56.220001,56.254284
AAPL,2013,6,28,55.908573,57.181427,55.552856,56.647144
AAPL,2013,7,1,57.527142,58.895714,57.317142,58.459999
AAPL,2013,7,2,58.565716,60.232857,58.495716,59.784286
AAPL,2013,7,3,60.122856,60.425713,59.635715,60.114285
AAPL,2013,7,5,60.055714,60.470001,59.335712,59.631428
AAPL,2013,7,8,60.015713,60.142857,58.664288,59.292858
AAPL,2013,7,9,59.085712,60.5,58.625713,60.335712
AAPL,2013,7,10,59.942856,60.685715,59.75,60.104286
AAPL,2013,7,11,60.421429,61.17857,60.167141,61.041428
AAPL,2013,7,12,61.092857,61.398571,60.487144,60.93
AAPL,2013,7,15,60.715714,61.637142,60.685715,61.062859
AAPL,2013,7,16,60.931427,61.529999,60.595715,61.457142
AAPL,2013,7,17,61.385715,61.745716,61.174286,61.472858
AAPL,2013,7,18,61.91143,62.124287,61.515713,61.68
AAPL,2013,7,19,61.871429,61.997143,60.621429,60.707142
AAPL,2013,7,22,61.351429,61.392857,60.781429,60.901428
AAPL,2013,7,23,60.857143,60.994286,59.815716,59.855713
AAPL,2013,7,24,62.704285,63.512856,62.18,62.93
AAPL,2013,7,25,62.957142,63.057144,62.258572,62.642857
AAPL,2013,7,26,62.185715,63.005714,62.048573,62.998573
AAPL,2013,7,29,62.971428,64.284286,62.885715,63.970001
AAPL,2013,7,30,64.279999,65.307144,64.175713,64.760002
AAPL,2013,7,31,64.998573,65.334282,64.204285,64.647141
AAPL,2013,8,1,65.10714,65.257141,64.751427,65.239998
AAPL,2013,8,2,65.43,66.121429,65.237144,66.077141
AAPL,2013,8,5,66.384285,67.238571,66.021431,67.064285
AAPL,2013,8,6,66.860001,67.412857,66.024284,66.464287
AAPL,2013,8,7,66.257141,66.714287,65.96714,66.425713
AAPL,2013,8,8,NaN,NaN,NaN,NaN
AAPL,2013,8,9,65.519997,65.779999,64.807144,64.921425
AAPL,2013,8,12,65.265717,66.949997,65.232857,NaN
AAPL,2013,8,13,67.277145,70.665718,66.864288,69.938568
AAPL,2013,8,14,71.125717,72.035713,70.485718,71.214287
AAPL,2013,8,15,70.917145,71.771431,69.868568,71.129997
AAPL,2013,8,16,71.449997,71.848572,71.265717,71.761429
AAPL,2013,8,19,72.048569,73.391426,72,72.534286
AAPL,2013,8,20,NaN,NaN,NaN,NaN
AAPL,2013,8,21,71.941429,72.449997,71.599998,71.765717
AAPL,2013,8,22,72.139999,72.227142,71.171425,71.851425
AAPL,2013,8,23,71.895714,71.907143,71.335716,71.574287
AAPL,2013,8,26,71.535713,72.885712,71.5,71.852859
AAPL,2013,8,27,71.14286,71.78714,69.471428,69.798569
AAPL,2013,8,28,69.428574,70.828575,69.428574,70.128571
AAPL,2013,8,29,70.235718,70.928574,70.16143,70.242859
AAPL,2013,8,30,70.285713,70.421425,69.5,NaN
AAPL,2013,9,3,70.442856,71.514282,69.621429,69.797142
AAPL,2013,9,4,71.365715,71.748573,70.897141,71.241432
AAPL,2013,9,5,71.464287,71.525711,70.519997,70.752853
AAPL,2013,9,6,71.205711,71.339996,69.992859,71.174286
AAPL,2013,9,9,72.14286,72.559998,71.925713,72.309998
AAPL,2013,9,10,72.314285,72.492859,69.928574,70.662857
AAPL,2013,9,11,NaN,NaN,NaN,NaN
AAPL,2013,9,12,66.928574,67.914284,66.572861,67.527145
AAPL,2013,9,13,67.048569,67.404289,66.385712,66.414284
AAPL,2013,9,16,65.85714,65.944283,63.888573,64.302856
AAPL,2013,9,17,63.994286,65.672859,63.92857,65.045715
AAPL,2013,9,18,66.168571,66.621429,65.808571,66.382858
AAPL,2013,9,19,67.242859,67.975716,67.035713,67.471428
AAPL,2013,9,20,68.285713,68.364288,66.571426,66.772858
AAPL,2013,9,23,70.871429,70.987144,68.942856,70.091431
AAPL,2013,9,24,70.697144,70.781425,69.688568,69.871429
AAPL,2013,9,25,69.885712,69.94857,68.775711,68.790001
AAPL,2013,9,26,69.428574,69.794289,69.128571,69.459999
AAPL,2013,9,27,69.111427,69.238571,68.674286,68.964287
AAPL,2013,9,30,68.178574,68.808571,67.772858,68.10714
AAPL,2013,10,1,68.349998,69.877144,68.339996,69.708572
AAPL,2013,10,2,69.375717,70.257141,69.10714,69.937141
AAPL,2013,10,3,70.072861,70.335716,68.677139,69.058571
